dataset,variable,value,label
hh,WS1,31,PUITS CREUSE: PROTEGE
hh,WS1,32,PUITS CREUSE: PAS PROTEGE
hh,WS1,41,SOURCE: SOURCE PROTEGEE
hh,WS1,42,SOURCE: SOURCE NON PROTEGEE
hh,WS1,51,EAU DE PLUIE
hh,WS1,61,CAMION CITERNE
hh,WS1,71,CHARRETTE AVEC PETITE CITERNE
hh,WS1,72,EAU OSMOSEE PAR DES UNITES PRIVEES NON CONTROLEES
hh,WS1,81,"EAU DE SURFACE (RIVIERE, BARRAGE, LAC, MARE, COURANT, CANAL, SYSTEME D’IRRIGATION)"
hh,WS1,91,EAU CONDITIONNEE: EAU EN BOUTEILLE
hh,WS1,96,AUTRE
hh,WS1,99,NON REPONSE
hh,WS2,11,ROBINET: DANS LE LOGEMENT
hh,WS2,12,ROBINET: DANS LA CONCESSION/JARDIN/ PARCELLE
hh,WS2,13,ROBINET: CHEZ LE VOISIN
hh,WS2,14,ROBINET: ROBIENT PUBLIC/BORNE FONTAINE
hh,WS2,21,PUITS A POMPE/FORAGE
hh,WS2,31,PUITS CREUSE: PROTEGE
hh,WS2,32,PUITS CREUSE: PAS PROTEGE
hh,WS2,41,SOURCE: SOURCE PROTEGEE
hh,WS2,42,SOURCE: SOURCE NON PROTEGEE
hh,WS2,51,EAU DE PLUIE
hh,WS2,61,CAMION CITERNE
hh,WS2,71,CHARRETTE AVEC PETITE CITERNE
hh,WS2,72,EAU OSMOSEE PAR DES UNITES PRIVEES NON CONTROLEES
hh,WS2,81,"EAU DE SURFACE (RIVIERE, BARRAGE, LAC, MARE, COURANT, CANAL, SYSTEME D’IRRIGATION)"
hh,WS2,96,AUTRE
hh,WS2,99,NON REPONSE
hh,WS3,1,DANS LEUR LOGEMENT
hh,WS3,2,DANS LEUR JARDIN/PARCELLE
hh,WS3,3,AILLEURS
hh,WS3,9,NON REPONSE
hh,WS4,0,MEMBRES NE COLLECTENT PAS D’EAU
hh,WS4,998,NSP
hh,WS4,999,NON REPONSE
hh,WS5,99,NON REPONSE
hh,WS6,98,NSP
hh,WS6,99,NON REPONSE
hh,WS7,1,OUI
hh,WS7,2,NON
hh,WS7,8,NSP
hh,WS7,9,NON REPONSE
hh,WS8,1,EAU NON DISPONIBLE A LA SOURCE
hh,WS8,2,LE PRIX DE L’EAU EST CHER
hh,WS8,3,SOURCE PAS ACCESSIBLE
hh,WS8,6,AUTRE
hh,WS8,8,NSP
hh,WS8,9,NON REPONSE
hh,WS9,1,OUI
hh,WS9,2,NON
hh,WS9,8,NSP
hh,WS9,9,NON REPONSE
hh,WS10A,NA,NON REPONSE
hh,WS10A,NA,BOUILLIR
hh,WS10B,NA,NON REPONSE
hh,WS10B,NA,AJOUTER DE LA JAVEL/ CHLORE
hh,WS10C,NA,NON REPONSE
hh,WS10C,NA,FILTRER A TRAVERS UN TISSU
hh,WS10D,NA,NON REPONSE
hh,WS10D,NA,"UTILISER UN FILTRE A EAU (CERAMIQUE, SABLE, COMPOSITE, ETC.)"
hh,WS10E,NA,NON REPONSE
hh,WS10E,NA,DESINFECTION SOLAIRE
hh,WS10F,NA,NON RESPONSE
hh,WS10F,NA,LA LAISSER REPOSER ET DECANTER
hh,WS10G,NA,NON RESPONSE
hh,WS10G,NA,AJOUTER DE LA  CHAUX
hh,WS10X,NA,NON RESPONSE
hh,WS10X,NA,AUTRE
hh,WS10Z,NA,NON REPONSE
hh,WS10Z,NA,NSP
hh,WS10NR,NA,NON REPONSE
hh,WS11,11,CHASSE D’EAU: RELIEE A SYSTEME D’EGOUTS
hh,WS11,13,CHASSE D’EAU: RELIEE AUX LATRINES/ PUITS PERDUE
hh,WS11,14,CHASSE D’EAU: RELIEE A L’AIR LIBRE
hh,WS11,18,CHASSE D’EAU:  RELIEE A LIEU INCONNU
hh,WS11,22,LATRINE A FOSSE AVEC DALLE
hh,WS11,23,LATRINE A FOSSE SANS DALLE / FOSSE OUVERTE/ UN PUITS PERDUE
hh,WS11,95,OUVERTE/ UN PUITS PERDUE
hh,WS11,96,AUTRE (préciser)
hh,WS11,99,NON RESPONSE
hh,WS12,1,"OUI, VIDEES: DANS LES 5 DERNIERES ANNEES"
hh,WS12,2,"OUI, VIDEES: IL Y A PLUS DE 5 ANS"
hh,WS12,3,"OUI, VIDEES: NSP QUAND"
hh,WS12,4,"NON, IL N’A JAMAIS ÉTÉ VIDÉ"
hh,WS12,8,NSP
hh,WS12,9,NON REPONSE
hh,WS13,1,ENLEVE PAR UN PRESTATAIRE DE SERVICE: DANS UNE USINE DE TRAITEMENT
hh,WS13,2,ENLEVE PAR UN PRESTATAIRE DE SERVICE: ENTERRE DANS UNE FOSSE COUVERTE
hh,WS13,3,ENLEVE PAR UN PRESTATAIRE DE SERVICE: NE SAIT PAS OU
hh,WS13,4,VIDEES PAR LE MENAGE: ENTERRE DANS UNE FOSSE COUVERTE
hh,WS13,5,VIDEES PAR LE MENAGE: DANS UNE FOSSE NON COUVERTE/ A L’AIR LIBRE/ JETE A L’EAU OU AILLEURS
hh,WS13,6,AUTRES
hh,WS13,8,NSP
hh,WS13,9,NON REPONSE
hh,WS14,1,DANS LEUR LOGEMENT
hh,WS14,2,DANS LEUR JARDIN/PARCELLE
hh,WS14,3,AILLEURS
hh,WS14,9,NON REPONSE
hh,WS15,1,OUI
hh,WS15,2,NON
hh,WS15,9,NON REPONSE
hh,WS16,1,PARTAGEES AVEC MENAGES CONNUS (PAS PUBLIQUES)
hh,WS16,2,TOILETTES PUBLIQUES
hh,WS16,9,NON REPONSE
hh,WS17,2,Deux
hh,WS17,3,Trois
hh,WS17,4,Quatre
hh,WS17,5,Cinq
hh,WS17,6,Six
hh,WS17,7,Sept
hh,WS17,8,Huit
hh,WS17,9,Neuf
hh,WS17,10,DIX MENAGES OU PLUS
hh,WS17,98,NSP
hh,WS17,99,NON REPONSE
hh,HW1,1,OBSERVE: LIEU FIXE OBSERVE (LAVABO/ROBINET) DANS LE LOGEMENT
hh,HW1,2,OBSERVE: DANS LE JARDIN/PARCELLE
hh,HW1,3,OBSERVE: USTENSILE MOBILE OBSERVE (SEAU/ JARRE/ BOUILLOIRE)
hh,HW1,4,PAS OBSERVE: PAS DE LIEU DE LAVAGE DES MAINS DANS LE LOGEMENT/JARDIN/PARCELLE
hh,HW1,5,PAS OBSERVE: PAS DE PERMISSION DE VOIR
hh,HW1,6,AUTRE RAISON
hh,HW2,1,EAU EST DISPONIBLE
hh,HW2,2,EAU N’EST PAS DISPONIBLE
hh,HW2,9,NON REPONSE
hh,HW3,1,"OUI, PRESENT"
hh,HW3,2,"NON, PAS PRESENT"
hh,HW3,9,NON REPONSE
hh,HW4,1,LIEU FIXE OBSERVE (LAVABO/ROBINET): LIEU FIXE OBSERVE (LAVABO/ROBINET) DANS LE LOGEMENT
hh,HW4,2,LIEU FIXE OBSERVE (LAVABO/ROBINET): DANS LE JARDIN/PARCELLE
hh,HW4,3,LIEU FIXE OBSERVE (LAVABO/ROBINET): OBJET MOBILE OBSERVE (SEAU / JARRE / BOUILLOIRE)
hh,HW4,4,PAS DE LIEU DE LAVAGE DES MAINS DANS LE LOGEMENT / JARDIN / PARCELLE
hh,HW4,6,AUTRE
hh,HW4,9,NON REPONSE
hh,HW5,1,OUI
hh,HW5,2,NON
hh,HW5,9,NON REPONSE
hh,HW6,1,"OUI, MONTRE"
hh,HW6,2,"NON, PAS MONTRE"
hh,HW6,9,NON REPONSE
hh,HW7A,NA,NON REPONSE
hh,HW7A,NA,BARRE DE SAVON/ SAVON LIQUIDE
hh,HW7B,NA,NON REPONSE
hh,HW7B,NA,DETERGENT (POUDRE / LIQUIDE / PATE)
hh,HW7Z,NA,NON REPONSE
hh,HW7Z,NA,AUTRE MATIERE
hh,HW7NR,NA,NON REPONSE
hh,WQ6,1,OUI
hh,WQ6,2,NON
hh,WQ8,1,"OUI, PERMISSION DONNEE"
hh,WQ8,2,"NON, PERMISSION PAS DONNEE"
hh,WQ31,1,COMPLETE
hh,WQ31,2,PERMISSION PAS DONNEE
hh,WQ31,3,VERRE D’EAU PAS DONNE
hh,WQ31,4,PARTIELLEMENT REMPLI
hh,WQ31,96,AUTRE
hh,WQ11,1,OUI
hh,WQ11,2,NON
hh,WQ11,9,NON REPONSE
hh,WQ12,1,DIRECT DE LA SOURCE
hh,WQ12,2,RECIPIENT COUVERT
hh,WQ12,3,RECIPIENT PAS COUVERT
hh,WQ12,8,PAS PU OBSERVER
hh,WQ14,1,OUI
hh,WQ14,2,NON
hh,WQ14,8,NSP
hh,WQ14,9,NON REPONSE
hh,WQ15A,NA,NON REPONSE
hh,WQ15A,NA,BOUILLIR
hh,WQ15B,NA,NON REPONSE
hh,WQ15B,NA,AJOUTER DE LA JAVEL/ CHLORE
hh,WQ15C,NA,NON REPONSE
hh,WQ15C,NA,FILTRER A TRAVERS UN TISSU
hh,WQ15D,NA,NON REPONSE
hh,WQ15D,NA,"UTILISER UN FILTRE A EAU (CERAMIQUE, SABLE, COMPOSITE, ETC.)"
hh,WQ15E,NA,NON REPONSE
hh,WQ15E,NA,DESINFECTION SOLAIRE
hh,WQ15F,NA,NON RESPONSE
hh,WQ15F,NA,LA LAISSER REPOSER ET DECANTER
hh,WQ15G,NA,NON RESPONSE
hh,WQ15G,NA,AJOUTER LA CHAUX
hh,WQ15X,NA,NO RESPONSE
hh,WQ15X,NA,AUTRE
hh,WQ15Z,NA,NON REPONSE
hh,WQ15Z,NA,NSP
hh,WQ15NR,NA,NON REPONSE
hh,WQ16,1,OUI
hh,WQ16,2,NON
hh,WQ16,9,NON REPONSE
hh,WQ17,11,ROBINET: DANS LE LOGEMENT
hh,WQ17,12,ROBINET: DANS LA CONCESSION/JARDIN/ PARCELLE
hh,WQ17,13,ROBINET: CHEZ LE VOISIN
hh,WQ17,14,ROBINET: ROBIENT PUBLIC/BORNE FONTAINE
hh,WQ17,21,PUITS A POMPE/FORAGE
hh,WQ17,31,PUITS CREUSE: PROTEGE
hh,WQ17,32,PUITS CREUSE: PAS PROTEGE
hh,WQ17,41,SOURCE: SOURCE PROTEGEE/AMENAGEE
hh,WQ17,42,SOURCE: SOURCE NON PROTEGEE/NON AMENAGEE
hh,WQ17,51,EAU DE PLUIE
hh,WQ17,61,CAMION CITERNE
hh,WQ17,71,CHARRETTE AVEC PETITE CITERNE
hh,WQ17,72,EAU OSMOSEE PAR DES UNITES PRIVEES NON CONTROLLEES
hh,WQ17,81,"EAU DE SURFACE (RIVIERE, BARRAGE, LAC, MARE, COURANT, CANAL, SYSTEME D’IRRIGATION)"
hh,WQ17,91,EAU CONDITIONNEE: EAU EN BOUTEILLE
hh,WQ17,96,AUTRE
hh,WQ17,99,NON REPONSE
hh,WQ18,1,"OUI, MONTRE"
hh,WQ18,2,NON: SOURCE DE L’EAU NE MARCHE PAS
hh,WQ18,3,NON: SOURCE DE L’EAU TROP LOIN
hh,WQ18,4,NON: PAS CAPABLE D’ACCEDER A LA SOURCE
hh,WQ18,5,NON: NE SAIT PAS OU LA SOURCE EST LOCALISEE
hh,WQ18,6,NON: AUTRE RAISON
hh,WQ18,9,NON REPONSE
hh,WQ19,1,EAU DE LA SOURCE COLLECTEE
hh,WQ19,2,EAU DE LA SOURCE NON COLLECTEE
hh,WQ19,9,NON REPONSE
hh,WQ20,1,OUI
hh,WQ20,2,NON
hh,WQ21,1,ECHANTILLON POUR TEST A BLANC DISPONIBLE
hh,WQ21,2,ECHANTILLON POUR TEST A BLANC PAS DISPONIBLE
hh,WQ21,9,NON REPONSE
hh,WQ26,101,Plus de 100
hh,WQ26,998,Pas possible de lire les résultats ou les résultats ont été perdus
hh,WQ27,101,Plus de 100
hh,WQ27,998,Pas possible de lire les résultats ou les résultats ont été perdus
hh,WQ29,101,Plus de 100
hh,WQ29,998,Pas possible de lire les résultats ou les résultats ont été perdus
hh,HHSEX,1,Masculine
hh,HHSEX,2,Féminine
hh,HHSEX,9,Manquant
hh,helevel,0,Pre-primary ou Aucun
hh,helevel,1,Primaire
hh,helevel,2,Secondaire
hh,helevel,3,Supérieur
hh,helevel,9,Missing/DK
hh,windex5,1,Le plus pauvre
hh,windex5,2,Second
hh,windex5,3,Moyen
hh,windex5,4,Quatrieme
hh,windex5,5,Le plus riche
hh,windex10,1,1st decile
hh,windex10,2,2nd decile
hh,windex10,3,3rd decile
hh,windex10,4,4th decile
hh,windex10,5,5th decile
hh,windex10,6,6th decile
hh,windex10,7,7th decile
hh,windex10,8,8th decile
hh,windex10,9,9th decile
hh,windex10,10,10th decile
hh,windex5u,1,Le plus pauvre
hh,windex5u,2,Second
hh,windex5u,3,Moyen
hh,windex5u,4,Quatrieme
hh,windex5u,5,Le plus riche
hh,windex10u,1,1st decile
hh,windex10u,2,2nd decile
hh,windex10u,3,3rd decile
hh,windex10u,4,4th decile
hh,windex10u,5,5th decile
hh,windex10u,6,6th decile
hh,windex10u,7,7th decile
hh,windex10u,8,8th decile
hh,windex10u,9,9th decile
hh,windex10u,10,10th decile
hh,windex5r,1,Le plus pauvre
hh,windex5r,2,Second
hh,windex5r,3,Moyen
hh,windex5r,4,Quatrieme
hh,windex5r,5,Le plus riche
hh,windex10r,1,1st decile
hh,windex10r,2,2nd decile
hh,windex10r,3,3rd decile
hh,windex10r,4,4th decile
hh,windex10r,5,5th decile
hh,windex10r,6,6th decile
hh,windex10r,7,7th decile
hh,windex10r,8,8th decile
hh,windex10r,9,9th decile
hh,windex10r,10,10th decile
hl,HL3,1,CHEF
hl,HL3,2,CONJOINT / PARTENAIRE
hl,HL3,3,FILS / FILLE
hl,HL3,4,BEAU-FILS / BELLE-FILLE
hl,HL3,5,PETIT-ENFANT
hl,HL3,6,PARENT
hl,HL3,7,BEAUX-PARENTS
hl,HL3,8,FRERE / SOEUR
hl,HL3,9,BEAU-FRER / BELLE-SOEUR
hl,HL3,10,ONCLE / TANTE
hl,HL3,11,NEVEU / NIECE
hl,HL3,12,AUTRE PARENT
hl,HL3,13,ENFANT ADOPTE / CONFIE / ENFANT DU CONJOINT
hl,HL3,14,DOMESTIQUE (VIT DANS LE MENAGE)
hl,HL3,96,AUTRE (PAS DE RELATION)
hl,HL3,97,INCOHERENT
hl,HL3,98,NSP
hl,HL4,1,MASCULIN
hl,HL4,2,FEMININ
hl,HL5M,1,JANVIER
hl,HL5M,2,FÉVRIER
hl,HL5M,3,MARS
hl,HL5M,4,AVRIL
hl,HL5M,5,MAI
hl,HL5M,6,JUIN
hl,HL5M,7,JUILLET
hl,HL5M,8,AOUT
hl,HL5M,9,SEPTEMBRE
hl,HL5M,10,OCTOBRE
hl,HL5M,11,NOVEMBRE
hl,HL5M,12,DECEMBRE
hl,HL5M,98,NSP
hl,HL5M,99,NON REPONSE
hl,HL5Y,9998,NSP
hl,HL5Y,9999,NON REPONSE
hl,HL6,95,95+
hl,HL6,98,NSP
hl,HL6,99,NON REPONSE
hl,HL8,0,NON ELIGIBLE
hl,HL9,0,NON ELIGIBLE
hl,HL10,0,NON ELIGIBLE
hl,HL11,1,OUI
hl,HL11,2,NON
hl,HL12,1,OUI
hl,HL12,2,NON
hl,HL12,8,NSP
hl,HL12,9,NON REPONSE
hl,HL13,1,OUI
hl,HL13,2,NON
hl,HL13,9,NON REPONSE
hl,HL14,99,NON REPONSE
hl,HL15,1,A L’ETRANGER
hl,HL15,2,AUTRE MENAGE DANS LA MEME REGION
hl,HL15,3,AUTRE MENAGE DANS UNE AUTRE REGION
hl,HL15,4,DANS UNE INSTITUTION DANS CE PAYS
hl,HL15,8,NSP
hl,HL15,9,NON REPONSE
hl,HL16,1,OUI
hl,HL16,2,NON
hl,HL16,8,NSP
hl,HL16,9,NON REPONSE
hl,HL17,1,OUI
hl,HL17,2,NON
hl,HL17,9,NON REPONSE
hl,HL18,99,NON REPONSE
hl,HL19,1,A L’ETRANGER
hl,HL19,2,AUTRE MENAGE DANS LA MEME REGION
hl,HL19,3,AUTRE MENAGE DANS UNE AUTRE REGION
hl,HL19,4,DANS UNE INSTITUTION DANS CE PAYS
hl,HL19,8,NSP
hl,HL19,9,NON REPONSE
hl,HL20,90,PERSONNE
hl,ED3,1,OUI
hl,ED3,2,NON
hl,ED4,1,OUI
hl,ED4,2,NON
hl,ED4,9,NON REPONSE
hl,ED5A,0,"PRE-PRIMAIRE (classe préparatoire, jardin d’enfant, Koutteb)"
hl,ED5A,1,PRIMAIRE OU PREMIER CYCLE DE L’ENSEIGNEMENT DE BASE
hl,ED5A,2,COLLEGE OU 2EME CYCLE DE L’ENSEIGNEMENT DE BASE ou secondaire 1
hl,ED5A,3,SECONDAIRE
hl,ED5A,4,SUPERIEUR
hl,ED5A,5,COURS D'ANALPHABITISATION
hl,ED5A,8,NSP
hl,ED5A,9,NON REPONSE
hl,ED5B,98,NSP
hl,ED5B,99,NON REPONSE
hl,ED6,1,OUI
hl,ED6,2,NON
hl,ED6,8,NSP
hl,ED6,9,NON REPONSE
hl,ED7,1,OUI
hl,ED7,2,NON
hl,ED8,1,OUI
hl,ED8,2,NON
hl,ED9,1,OUI
hl,ED9,2,NON
hl,ED9,9,NON REPONSE
hl,ED10A,0,"PRE-PRIMAIRE (classe préparatoire, jardin d’enfant, Koutteb)"
hl,ED10A,1,PRIMAIRE OU PREMIER CYCLE DE L’ENSEIGNEMENT DE BASE
hl,ED10A,2,COLLEGE OU 2EME CYCLE DE L’ENSEIGNEMENT DE BASE
hl,ED10A,3,SECONDAIRE
hl,ED10A,4,SUPERIEUR
hl,ED10A,5,FORMATION PROFESSIONNELLE DANS LES ECOLES DES METIERS
hl,ED10A,6,CAP
hl,ED10A,7,BTP
hl,ED10A,8,BTS
hl,ED10A,9,FORMATION PROFESSIONELLE
hl,ED10A,10,COURS D'ANALPHABITISATION
hl,ED10A,98,NSP
hl,ED10A,99,PAS DE RESPONSE
hl,ED10B,98,NSP
hl,ED10B,99,NON REPONSE
hl,ED11,1,GOVT./ PUBLIC
hl,ED11,3,PRIVE
hl,ED11,4,AUTRE
hl,ED11,8,NSP
hl,ED11,9,NON REPONSE
hl,ED12,1,OUI
hl,ED12,2,NON
hl,ED12,8,NSP
hl,ED12,9,NON REPONSE
hl,ED13A,NA,NON REPONSE
hl,ED13A,NA,GOVT./ PUBLIC
hl,ED13C,NA,NON REPONSE
hl,ED13C,NA,ORG. RELIGIEUSES
hl,ED13D,NA,NON REPONSE
hl,ED13D,NA,PRIVE
hl,ED13X,NA,NON REPONSE
hl,ED13X,NA,AUTRE
hl,ED13Z,NA,NON REPONSE
hl,ED13Z,NA,AUTRE
hl,ED13NR,NA,NON REPONSE
hl,ED13NR,NA,NSP
hl,ED14,1,OUI
hl,ED14,2,NON
hl,ED14,8,NSP
hl,ED14,9,NON REPONSE
hl,ED15,1,OUI
hl,ED15,2,NON
hl,ED15,8,NSP
hl,ED15,9,NON REPONSE
hl,ED16A,0,"PRE-PRIMAIRE (classe préparatoire, jardin d’enfant, Koutteb)"
hl,ED16A,1,PRIMAIRE OU PREMIER CYCLE DE L’ENSEIGNEMENT DE BASE
hl,ED16A,2,COLLEGE OU 2EME CYCLE DE L’ENSEIGNEMENT DE BASE
hl,ED16A,3,SECONDAIRE
hl,ED16A,4,SUPERIEUR
hl,ED16A,5,FORMATION PROFESSIONNELLE DANS LES ECOLES DES METIERS
hl,ED16A,6,CAP
hl,ED16A,7,BTP
hl,ED16A,8,BTS
hl,ED16A,9,FORMATION PROFESSIONELLE
hl,ED16A,10,COURS D'ANALPHABITISATION
hl,ED16A,98,NSP
hl,ED16A,99,PAS DE RESPONSE
hl,ED16B,98,NSP
hl,ED16B,99,NON REPONSE
hl,AE3A,1,OUI
hl,AE3A,2,NON
hl,AE3,1,OUI
hl,AE3,2,NON
hl,AE3,8,NE SAIT PAS
hl,AE3,9,NON REPONSE
hl,AE4,1,OUI
hl,AE4,2,NON
hl,AE5,1,OCCUPE
hl,AE5,2,ETUDIANT/ECOLIER/FORMATION PROFESSIONNELLE
hl,AE5,3,RECHERCHE D’EMPLOI
hl,AE5,4,Retraité
hl,AE5,5,AUTRE INACTIF
hl,AE6,1,OUI
hl,AE6,2,NON
hl,AE6,8,NE SAIT PAS
hl,AE7,1,Employé
hl,AE7,2,N'est pas employé
hl,AE7,6,Autre
hl,AE8,1,Secteur Publique
hl,AE8,2,Secteur Privé
hl,AE9,1,OUI
hl,AE9,2,NON
hl,AE9,8,NE SAIT PAS
hl,AE10,1,"OUI, INSCRIT"
hl,AE10,2,"OUI, Ayant droit"
hl,AE10,3,NON
hl,AE10,8,NE SAIT PAS
hl,AE11A,NA,CNAM
hl,AE11B,NA,AMG1 (Carnet blanc)
hl,AE11C,NA,AMG2 (Carnet jaune)
hl,AE11D,NA,Assurance Privé
hl,AE11X,NA,Autre
hl,HH5Y,2023,2023
hl,HH6,1,URBAIN
hl,HH6,2,RURAL
hl,HH7,1,DISTRICT TUNIS
hl,HH7,2,NORD EST
hl,HH7,3,NORD OUEST
hl,HH7,4,CENTRE EST
hl,HH7,5,CENTRE OUEST
hl,HH7,6,SUD EST
hl,HH7,7,SUD OUEST
hl,MLINE,0,Not in household
hl,FLINE,0,Not in household
hl,HHSEX,1,Male
hl,HHSEX,2,Female
hl,HHSEX,9,Missing
hl,helevel,0,Pre-primary ou Aucun
hl,helevel,1,Primaire
hl,helevel,2,Secondaire
hl,helevel,3,Supérieur
hl,helevel,9,Missing/DK
hl,melevel,0,Pre-primary ou Aucun
hl,melevel,1,Primaire
hl,melevel,2,Secondaire
hl,melevel,3,Supérieur
hl,melevel,9,Missing/DK
hl,felevel,0,Pre-primary ou Aucun
hl,felevel,1,Primaire
hl,felevel,2,Secondaire
hl,felevel,3,Supérieur
hl,felevel,5,Biological father not in the household
hl,felevel,9,Missing/DK
hl,schage,995,Child  born after beginning of school year
hl,schage,998,DK/Missing
hl,caretakerdis,1,Has functional difficulty
hl,caretakerdis,2,Has no functional difficulty
hl,caretakerdis,9,No information
hl,windex5,1,Le plus pauvre
hl,windex5,2,Second
hl,windex5,3,Moyen
hl,windex5,4,Quatrieme
hl,windex5,5,Le plus riche
hl,windex10,1,1st decile
hl,windex10,2,2nd decile
hl,windex10,3,3rd decile
hl,windex10,4,4th decile
hl,windex10,5,5th decile
hl,windex10,6,6th decile
hl,windex10,7,7th decile
hl,windex10,8,8th decile
hl,windex10,9,9th decile
hl,windex10,10,10th decile
hl,windex5u,1,Le plus pauvre
hl,windex5u,2,Second
hl,windex5u,3,Moyen
hl,windex5u,4,Quatrieme
hl,windex5u,5,Le plus riche
hl,windex10u,1,1st decile
hl,windex10u,2,2nd decile
hl,windex10u,3,3rd decile
hl,windex10u,4,4th decile
hl,windex10u,5,5th decile
hl,windex10u,6,6th decile
hl,windex10u,7,7th decile
hl,windex10u,8,8th decile
hl,windex10u,9,9th decile
hl,windex10u,10,10th decile
hl,windex5r,1,Le plus pauvre
hl,windex5r,2,Second
hl,windex5r,3,Moyen
hl,windex5r,4,Quatrieme
hl,windex5r,5,Le plus riche
hl,windex10r,1,1st decile
hl,windex10r,2,2nd decile
hl,windex10r,3,3rd decile
hl,windex10r,4,4th decile
hl,windex10r,5,5th decile
hl,windex10r,6,6th decile
hl,windex10r,7,7th decile
hl,windex10r,8,8th decile
hl,windex10r,9,9th decile
hl,windex10r,10,10th decile
mn,MWM8,1,"OUI, DEJA INTERVIEWEE"
mn,MWM8,2,"NON, PREMIERE INTERVIEW"
mn,MWM9,1,"OUI, PERMISSION EST DONNEE"
mn,MWM9,2,"NON, PERMISSION N’EST PAS DONNEE"
mn,MWM17,1,COMPLETE
mn,MWM17,2,PAS A LA MAISON
mn,MWM17,3,REFUSE
mn,MWM17,4,PARTIELLEMENT COMPLETE
mn,MWM17,5,EN INCAPACITE
mn,MWM17,6,PAS DE CONSENTEMENT D’UN ADULTE POUR CETTE REPONDANTE DE 15-17 ANS
mn,MWM17,96,AUTRE
mn,MWM7H,99,NO RESPONSE
mn,MWM7M,99,NO RESPONSE
mn,MWM10H,99,NO RESPONSE
mn,MWM10M,99,NO RESPONSE
mn,MWM11,1,"OUI, L’ENTRETIEN ENTIER S’EST DEROULE EN PRIVE"
mn,MWM11,2,"NON, D’AUTRES ETAIENT PRESENTS DURANT TOUT L’ENTRETIEN"
mn,MWM11,3,"NON, D’AUTRES ETAIENT PRESENTS UNE PARTIE DE L’ENTRETIEN"
mn,MWM12,1,ARABE
mn,MWM12,2,FRANÇAIS
mn,MWM13,1,ARABE
mn,MWM13,2,FRANÇAIS
mn,MWM14,1,ARABE
mn,MWM14,2,FRANÇAIS
mn,MWM14,6,AUTRE LANGUE
mn,MWM15,1,"OUI, QUESTIONNAIRE ENTIER"
mn,MWM15,2,"OUI, PARTIES DU QUESTIONNAIRE"
mn,MWM15,3,"NON, PAS UTILISE"
mn,MWM15A,1,OUI
mn,MWM15A,2,NON
mn,MWM15B,1,OUI
mn,MWM15B,2,NON
mn,MWM15C,1,OUI
mn,MWM15C,2,NON
mn,MWM15D,1,OUI
mn,MWM15D,2,NON
mn,MWM15E,1,OUI
mn,MWM15E,2,NON
mn,MWM15G_P1,1,OUI
mn,MWM15G_P1,2,NON
mn,MWM15J_P1,1,OUI
mn,MWM15J_P1,2,NON
mn,MWM15G_P2,1,OUI
mn,MWM15G_P2,2,NON
mn,MWM15J_P2,1,OUI
mn,MWM15J_P2,2,NON
mn,MWM15G_P3,1,OUI
mn,MWM15G_P3,2,NON
mn,MWM15J_P3,1,OUI
mn,MWM15J_P3,2,NON
mn,MWB1,1,WM3=HH47
mn,MWB1,2,WM3?HH47
mn,MWB2,1,"ED5=2, 3 OR 4"
mn,MWB2,2,"ED5=0, 1,5 OR 8"
mn,MWB3M,1,JANVIER
mn,MWB3M,2,FÉVRIER
mn,MWB3M,3,MARS
mn,MWB3M,4,AVRIL
mn,MWB3M,5,MAI
mn,MWB3M,6,JUIN
mn,MWB3M,7,JUILLET
mn,MWB3M,8,AOUT
mn,MWB3M,9,SEPTEMBRE
mn,MWB3M,10,OCTOBRE
mn,MWB3M,11,NOVEMBER
mn,MWB3M,12,DECEMBRE
mn,MWB3M,98,NSP
mn,MWB3M,99,NON REPONSE
mn,MWB3Y,9998,NSP
mn,MWB3Y,9999,NON REPONSE
mn,MWB5,1,OUI
mn,MWB5,2,NON
mn,MWB5,9,NON REPONSE
mn,MWB6A,0,"PROGRAMME D’EDUACATION DE LA PETITE ENFANCE (CLASSE PREPARATOIRE, JARDIN D’NENFANT, KOUTTEB)"
mn,MWB6A,1,PRIMAIRE/ PREMIER CYCLE DE L’ENSEIGNEMENT DE BASE
mn,MWB6A,2,COLLEGE/ DEUXIEME CYCLE DE L’ENSEIGNEMENT DE BASE
mn,MWB6A,3,SECONDAIRE
mn,MWB6A,4,SUPERIEUR
mn,MWB6A,5,COURS ANALPHABETE
mn,MWB6A,8,NSP
mn,MWB6A,9,NON REPONSE
mn,MWB6B,98,NSP
mn,MWB6B,99,NON REPONSE
mn,MWB7,1,OUI
mn,MWB7,2,NON
mn,MWB7,9,NON REPONSE
mn,MWB9,1,OUI
mn,MWB9,2,NON
mn,MWB9,9,NON REPONSE
mn,MWB10A,1,PRIMAIRE/ PREMIER CYCLE DE L’ENSEIGNEMENT DE BASE
mn,MWB10A,2,COLLEGE/ DEUXIEME CYCLE DE L’ENSEIGNEMENT DE BASE
mn,MWB10A,3,SECONDAIRE
mn,MWB10A,4,SUPERIEUR
mn,MWB10A,5,FORMATION PROFESSIONNELLE AUX ECOLES DES METIERS
mn,MWB10A,6, FORMATION PROFESSIONNELLE CAP
mn,MWB10A,7,FORMATION PROFESSIONNELLE BTP
mn,MWB10A,8,FORMATION PROFESSIONNELLE BTS
mn,MWB10A,9,FORMATION PROFESSIONNELLE
mn,MWB10A,10,ADULT EDUCATION
